entity,raw_l2,pc1_score,residual_l2,residual_z
Panchromatic,73.98892,0.9429511,72.147095,0.1324529
Glucokinin,83.74725,-3.3319256,72.1377,0.1320999
Clamcracker,78.4454,-3.2671478,72.11135,0.13110939
Shoddydom,74.477486,-2.3654816,72.07206,0.12963252
Mexica,79.1742,-2.3533788,72.01157,0.127359
Marbles,79.8676,0.5325623,72.00922,0.1272704
Haywire,71.01566,-0.63030183,71.96256,0.1255168
Collectioner,76.73677,-3.0909803,71.96191,0.12549214
Hydrocarbonic,78.61476,3.0508442,71.95603,0.12527132
Acrylaldehyde,82.19829,-5.4046516,71.95104,0.12508377
Chavantean,72.447266,1.8227345,71.936516,0.12453776
Rhabdos,80.89875,-3.8546987,71.90897,0.12350252
Dhootie,80.32998,-7.7715225,71.89078,0.122818574
Dictaen,78.38689,3.9318976,71.878624,0.12236175
Gelder,80.19076,-2.6588523,71.85963,0.12164769
Repoll,73.81798,10.042299,71.84365,0.12104719
Toxoglossa,83.74633,-4.1133394,71.76557,0.118112385
Coonjine,78.48458,-0.4361309,71.74933,0.117501855
Miticides,78.828255,0.14865863,71.69456,0.115443125
Undershapen,78.2447,1.3751774,71.65972,0.11413373
Pantofles,74.96755,-1.0859123,71.656105,0.1139978
Atumble,80.56296,-2.860316,71.6097,0.112253666
Securifer,78.74157,-6.0477896,71.58455,0.11130819
Ascitb,77.95385,-2.089118,71.54606,0.109861426
Riggal,74.10588,-1.0370333,71.544426,0.10980006
Aitutakian,83.758965,-7.7011194,71.51892,0.10884139
Foldskirt,70.013176,1.2274569,71.481415,0.10743163
Antienthusiast,82.13082,-3.1479487,71.44663,0.10612424
Flagfall,76.79582,-1.3134575,71.41182,0.10481571
Overwild,71.84266,-0.74761254,71.38276,0.1037234
Triverbial,72.43372,1.0981079,71.333176,0.101859674
Sheriffhood,69.11432,5.301498,71.32307,0.10147971
Redivision,78.740654,-2.5444264,71.31928,0.10133747
Ubiquity,83.188156,-1.8873887,71.30602,0.10083906
Taurotragus,76.43961,1.3015465,71.27737,0.099761955
Scatty,80.674644,-4.2482224,71.25976,0.09910008
Cartouches,78.55906,0.06769055,71.24876,0.09868656
Nonmitigative,81.08861,-0.75966346,71.248314,0.09866993
Pyromellitic,78.57391,4.498631,71.21704,0.09749446
Amphicarpa,78.50307,0.6701978,71.20323,0.0969754
Birminghamize,78.02276,-6.5089993,71.178055,0.096029066
Gaggler,76.72706,1.0969256,71.16944,0.0957053
Gadite,75.623764,1.0866258,71.15951,0.09533192
Erithacus,80.37825,2.1706634,71.09071,0.092746116
Epistlers,82.35485,-1.8902252,71.077126,0.09223538
Inwreathe,77.66824,0.69701046,70.986435,0.08882654
Zanclidae,80.3319,-3.064698,70.9835,0.088716134
Aglimmer,75.37591,4.0864697,70.979675,0.08857246
Foredates,74.27174,1.6087441,70.912285,0.08603942
Neoterical,75.50618,2.8296528,70.88371,0.08496546
Costicartilage,76.146675,-0.4045981,70.85725,0.08397066
Paludamenta,74.57776,-2.3559537,70.826645,0.08282042
Trigonocerous,75.0842,-4.864602,70.82236,0.08265926
Sacristies,76.776726,-1.7263331,70.797,0.08170603
Fluoridize,79.027626,-3.8365626,70.775055,0.08088128
Urostege,74.7485,2.5313509,70.756935,0.0802002
Audiles,75.46184,-2.896237,70.75138,0.07999143
Misenjoy,72.98911,-0.3871448,70.66504,0.076746054
Beryllosis,81.776,-5.264435,70.63574,0.07564485
Secretagogue,79.50866,0.74611986,70.629875,0.07542433
Exulate,80.45659,-0.9723894,70.60794,0.07459986
Pseudepigrapha,78.67101,-0.62439024,70.59148,0.07398101
Syringium,81.65325,-7.9921293,70.53508,0.07186121
Characteries,75.46764,-6.5431533,70.52951,0.07165186
Liespfund,77.166435,4.1045995,70.502014,0.07061835
Feeless,78.728714,-2.6632981,70.48791,0.0700881
Calamistrate,85.50966,-1.9811091,70.486565,0.07003763
Dumfounds,81.9355,0.9732544,70.47689,0.06967401
Keelhale,78.13743,-5.136262,70.45166,0.06872566
Spileworm,72.78668,-2.364356,70.43648,0.06815498
Polytopical,77.6521,6.405443,70.42821,0.06784413
Chrysophanic,77.99238,-3.4129732,70.408005,0.06708476
Phousdar,78.81301,0.9663508,70.38029,0.06604292
Defensible,78.793205,4.3722415,70.37896,0.065993026
Enhamper,81.75428,2.7595112,70.37826,0.06596664
Hesperinon,69.61335,5.118734,70.364845,0.0654625
Aristarchian,75.354164,0.23732936,70.36306,0.06539539
Sofane,77.993614,-6.5095,70.36215,0.06536127
Alterations,62.93914,2.2221458,70.36062,0.06530363
Auspicial,73.37675,-0.8008564,70.35654,0.06515021
Ovoviviparity,65.48786,1.9737086,70.32737,0.064053886
Wannigan,71.78229,-3.0246038,70.26333,0.061646733
Lanuginose,82.43663,-3.6470852,70.22575,0.06023439
Hellenisticism,72.75659,2.5230374,70.161804,0.05783068
Outvelvet,78.18658,0.60237575,70.13929,0.05698442
Renitence,76.31995,-1.000115,70.09101,0.05516974
Unfrolicsome,77.73906,-0.21704139,70.06165,0.054066245
Birdseyes,74.103745,5.964376,70.06165,0.054066245
Hermitry,74.27636,6.7104373,70.00517,0.051943284
Forbore,74.892,0.26570994,70.00197,0.05182284
Hammaid,76.69432,-1.2700405,69.99347,0.05150338
Feticides,73.59179,0.26332122,69.980835,0.051028486
Bacillar,81.319115,0.21047994,69.97697,0.050883096
Doughbellies,71.62461,-0.85238105,69.955376,0.050071534
Haulmiest,75.77829,1.3265347,69.877914,0.047159955
Forelocks,72.600044,-1.3318963,69.870186,0.046869457
Enwisen,71.26444,7.5756,69.838486,0.045677926
Diactine,75.58219,1.9613527,69.774574,0.04327565
Arianists,74.55947,-1.0655558,69.69311,0.040213518
Unblade,75.00392,-2.7635527,69.69052,0.040116303
Furunculus,82.19208,-3.8157961,69.688805,0.04005178
Nonsupervision,77.93435,4.9521956,69.66022,0.03897725
Outsift,78.85953,1.3104278,69.645004,0.03840543
Nonsubsistent,73.26188,1.684618,69.64461,0.038390517
Rolamites,73.971565,0.19900256,69.622086,0.03754397
Tyleberry,73.0096,-3.6631634,69.61176,0.03715597
Unstricken,70.19355,-0.8589347,69.59844,0.03665527
Ravenry,71.35798,-2.5079753,69.58915,0.036305986
Chetrum,79.23711,1.8044038,69.575424,0.035790086
Pawnors,76.99583,1.820937,69.56678,0.035465173
Unconversion,79.991165,-3.950169,69.54073,0.03448614
Fluemen,76.084984,2.522034,69.5242,0.03386471
Phalanges,83.98337,-2.5162203,69.5102,0.033338487
Subpulverizer,84.266235,-4.006624,69.50189,0.033026192
Smellie,74.79941,-2.4524262,69.49639,0.03281943
Waggish,78.414604,4.635467,69.49514,0.0327724
Evident,71.06404,8.457958,69.45456,0.03124707
Mandorla,78.24624,-5.9238315,69.45227,0.031161038
Orthostati,78.837364,-6.115368,69.43362,0.030459885
Canapina,79.58851,-5.7412496,69.413925,0.02971973
Circaetus,73.81884,3.5401511,69.384705,0.0286214
Volost,68.15848,-3.998722,69.35544,0.02752135
Unvicious,75.722916,-1.6224074,69.35178,0.027383987
Kaffraria,75.91377,-2.8056588,69.34179,0.027008317
Unclamorous,74.11108,-1.500763,69.30828,0.025748821
Noegenesis,75.41992,-1.8210407,69.28166,0.02474828
Fugacious,70.50573,3.816214,69.240234,0.023191117
Friandise,73.39683,-1.7691379,69.236824,0.023062931
Squillitic,74.86801,1.9497416,69.21707,0.022320483
Koeksotenok,77.22653,-9.169647,69.21093,0.022089632
Aurums,65.89303,2.7913284,69.19516,0.021496879
Puristical,72.35036,-4.054091,69.18437,0.021091385
Renomee,73.551285,-3.450925,69.13411,0.019202141
Erethizontidae,73.06482,-0.78087264,69.01438,0.014701855
Unpropellent,77.15595,3.3304093,68.940414,0.011921616
Epithalamy,76.87012,-2.5192337,68.90891,0.010737542
Expatriations,79.06348,3.063599,68.898285,0.010338071
Nontherapeutic,75.77802,-1.2650244,68.86743,0.009178371
Coruscate,71.08558,-1.4739752,68.86514,0.00909234
Preoppressor,72.174805,-2.07423,68.86032,0.008911101
Mariticidal,74.14266,-2.062879,68.853836,0.008667347
Portunidae,78.288574,2.196823,68.83886,0.008104417
Novatianist,78.18833,-2.5309393,68.817,0.0072828196
Scabrous,76.679214,-2.6354153,68.80668,0.0068948194
Xanthogenamide,73.81571,-3.671928,68.7852,0.0060875607
Nonguard,75.23605,-0.2923839,68.77315,0.0056344634
Juggins,67.16035,2.0304203,68.77069,0.0055421237
Calles,74.354904,1.1928825,68.75942,0.005118564
Semaphorist,74.66456,-0.014901489,68.73956,0.0043721003
Imposthumate,75.34462,-3.1088707,68.705696,0.003099127
Aplacophora,73.64208,-2.6290567,68.69255,0.0026050217
Spinets,72.76684,-0.091367126,68.65831,0.0013179964
Grundyist,80.075195,-6.3569255,68.65395,0.0011542506
Kitharas,82.056175,-1.0122287,68.65309,0.0011218456
Squamipinnate,72.67761,-2.760029,68.62015,-0.00011642876
Allomerous,74.15347,1.2332065,68.612915,-0.00038828704
Carate,75.7659,-2.169519,68.56269,-0.0022760963
Peaces,74.98923,-3.1864247,68.55623,-0.0025189905
Spermatoxin,78.90133,0.043893576,68.526344,-0.00364227
Muscovadite,79.24323,-3.1509504,68.517914,-0.0039591515
Esoterist,71.74339,-3.0623727,68.51211,-0.0041773836
Dzungar,80.851524,-0.8095972,68.50265,-0.004532979
Outlets,74.2414,3.041386,68.47985,-0.0053898487
Chloropsia,77.371254,-1.0341454,68.447174,-0.006618086
Quixotry,71.77557,3.5241187,68.44571,-0.0066731456
Zinckenite,70.806946,4.6995244,68.42116,-0.0075959726
Nestings,75.009315,1.8349893,68.36966,-0.009531672
Photoglyph,75.3144,2.5306184,68.35277,-0.010166582
Contestate,73.168,-1.7772806,68.34554,-0.0104381535
Torula,72.769035,-1.4385159,68.34106,-0.010606774
Vyrnwy,77.90628,-1.3101007,68.32866,-0.011072776
Wenchman,77.30087,-3.2747264,68.3275,-0.011116365
Qualmiest,77.113,0.86495936,68.32567,-0.011185191
Abaxile,76.75466,1.3606156,68.31347,-0.011643736
Waferwoman,79.0559,-3.5000718,68.308044,-0.01184763
Otoneurology,78.99682,-2.108563,68.30582,-0.011931366
Supersatisfy,77.139755,-2.776192,68.22256,-0.015060891
Forams,76.46015,0.030238986,68.18558,-0.016450867
Beguard,75.55387,-4.216423,68.17455,-0.01686525
Cavalierish,77.5981,0.5920533,68.15349,-0.017657023
Nonpossessive,74.07775,-0.03198573,68.13537,-0.018338103
Honourless,72.78085,3.367884,68.064255,-0.02101109
Rencontre,69.04366,1.2966335,68.02161,-0.022614134
Aletocyte,70.43523,0.5957272,68.01554,-0.022842119
Carryings,75.362656,1.7875494,68.01532,-0.022850433
Gunfires,72.87601,2.6141756,67.9846,-0.024005258
Grinner,74.41664,2.6854436,67.97944,-0.024199115
Dekametre,81.04379,1.4462795,67.97896,-0.02421718
Peckhamite,71.313614,0.30184707,67.95148,-0.025250128
Priestianity,69.14845,-2.5399191,67.94708,-0.025415309
Desidious,71.66146,4.298403,67.90807,-0.026881564
Consute,76.546776,-5.6767654,67.89686,-0.027303116
Pettah,79.58826,0.3410924,67.8856,-0.02772639
Apoquinine,72.36402,-3.556691,67.82988,-0.029820673
Laccin,78.97944,-1.2947056,67.810524,-0.03054821
Inkhornizer,78.582855,-3.580431,67.80417,-0.03078709
Paratomium,73.480095,-7.547055,67.790054,-0.031317614
Oftwhiles,76.811195,-0.24773227,67.780975,-0.031658873
Kristen,72.17658,6.0295043,67.76689,-0.03218825
Radiobicipital,76.36231,-1.8256435,67.71737,-0.034049675
Postlaryngal,79.86146,-9.27151,67.71592,-0.03410416
Mediofrontal,77.03605,-5.2052517,67.694145,-0.034922604
Intertissue,71.46673,3.1707604,67.65969,-0.03621766
Awrong,69.232735,4.553711,67.65584,-0.03636248
Schnitz,73.37793,0.87753916,67.61885,-0.03775274
Haoles,72.86939,3.5133543,67.59177,-0.038770776
Indicter,77.69308,0.22541821,67.57947,-0.03923305
Simpletons,68.4343,0.05301127,67.56054,-0.039944526
Wakeless,72.531624,3.9900427,67.555016,-0.040152147
Hussies,73.27705,-0.7766065,67.55047,-0.040323064
Affettuoso,78.16128,-0.35354072,67.49854,-0.04227482
Schooler,65.99028,3.9793565,67.4612,-0.043678563
Teamwise,75.07429,3.6142402,67.43223,-0.044767432
Babeldom,68.50236,6.226413,67.42935,-0.044875544
Harrycane,68.43631,1.186902,67.42283,-0.04512073
Insomnolency,79.81042,-5.0989223,67.416565,-0.04535617
Nonbachelor,71.28656,5.4319124,67.413536,-0.045470018
Aiolis,73.63185,-6.577397,67.3877,-0.046441022
Carmine,74.77557,-1.3407332,67.37334,-0.04698101
Uprest,72.95675,0.072993994,67.302605,-0.049639657
Seamew,75.25426,-6.63611,67.30215,-0.049656864
Studerite,72.3373,4.5101585,67.29536,-0.04991209
Dilaniate,74.37411,-0.7312019,67.28057,-0.050467853
Rephael,72.59695,-4.073306,67.27654,-0.050619267
Catechistical,73.59642,1.9345384,67.25482,-0.0514357
Prefixion,72.31432,-1.9691887,67.24809,-0.051688634
Recepts,74.753914,-0.01978004,67.21026,-0.053110726
Cosset,78.12811,-1.4209338,67.20603,-0.0532696
Disunify,78.37036,0.36963162,67.18174,-0.054182675
Conquinamine,79.40611,-2.7241442,67.142105,-0.055672448
Laryngorrhea,77.35702,-2.8780074,67.13737,-0.055850532
Pargana,69.92725,2.9705377,67.12112,-0.056461353
Kaoliang,78.45741,-2.474892,67.10111,-0.05721326
Atomician,76.17456,-0.93566084,67.09508,-0.0574401
Diatessaron,75.22549,-0.18717068,67.083916,-0.057859644
Fuseboard,72.07418,3.0187583,67.06307,-0.0586431
Causus,74.728676,-2.0774925,67.059044,-0.058794513
Lobeless,71.868706,-3.22912,67.039215,-0.059539832
Predriller,72.40911,-2.4919174,66.988014,-0.061464347
Inheritrice,68.60723,7.553537,66.97098,-0.062104706
Septate,68.79665,2.8892138,66.96926,-0.062169228
Kinsman,70.21721,2.1505988,66.94374,-0.06312848
Borophenylic,74.03683,2.1056116,66.9426,-0.06317149
Rubificative,73.69013,-0.19681703,66.93826,-0.063334376
Kilocycles,77.1036,0.17388065,66.92502,-0.06383221
Illuminatism,77.57206,-5.789668,66.92396,-0.06387207
Chopstick,72.48245,6.5943055,66.9186,-0.064073384
Uninterruptive,72.1433,1.8588005,66.86474,-0.06609798
Cabiritic,73.42677,-1.7880183,66.81238,-0.06806609
Excepter,73.11877,0.81740826,66.79328,-0.06878387
Tetrasporic,72.91276,1.6850756,66.78139,-0.06923095
Overgrows,71.67006,0.26408035,66.74198,-0.07071212
Caulomic,75.51677,-5.279866,66.74192,-0.070714414
Antivirotic,73.058014,1.4933144,66.73885,-0.07082969
Gedunk,75.14562,-4.4642572,66.72438,-0.07137369
Proctodeum,72.99659,-1.689471,66.72422,-0.07137972
Hormogonous,77.819824,-2.4840522,66.69902,-0.07232692
Overprominent,72.21133,-1.673724,66.68454,-0.07287121
Overjust,69.14172,1.1625725,66.64919,-0.07419982
Lochiocyte,75.03438,-2.0393138,66.640396,-0.07453047
Ectozoa,68.67349,-1.2407159,66.61939,-0.075319946
Barratries,74.03776,-3.2880232,66.61816,-0.0753664
Bumkins,70.894,2.8350856,66.60542,-0.07584502
Breakerman,64.64128,-1.0932893,66.588524,-0.07648022
Satinfin,76.5648,-4.3215446,66.588356,-0.07648653
Medusas,74.5803,-5.4186397,66.58549,-0.07659435
Chuprassie,68.059166,-1.9870174,66.562004,-0.07747703
Towheads,70.948524,1.926176,66.54147,-0.078248724
Zendician,74.48821,-3.1320367,66.538315,-0.07836745
Twiglet,69.58333,4.836575,66.526405,-0.0788151
Wellstrand,78.60226,-6.2935004,66.51768,-0.07914317
Ventrine,69.93084,0.53837,66.514755,-0.079252996
Bannerfish,69.21418,4.5171866,66.49718,-0.07991371
Anteluminary,71.446526,-0.8501648,66.39298,-0.08383014
Underform,77.218376,-1.2563763,66.37441,-0.08452814
Eximidus,70.50612,-1.4519322,66.35082,-0.085414834
Quiddit,73.39668,-1.2481391,66.33505,-0.08600759
Unegoist,71.99182,-3.5863929,66.30739,-0.08704741
Oblata,74.94537,1.2446296,66.30149,-0.08726909
Momental,76.4666,-0.073377095,66.27364,-0.0883158
Sulfanilic,74.51479,-0.2728813,66.201225,-0.091037825
Sciolisms,67.36123,0.3199306,66.19045,-0.09144274
Cutwal,70.30764,1.4610353,66.18875,-0.0915067
Unthinkables,71.072044,0.28789288,66.1659,-0.09236557
Regalty,69.64798,4.179591,66.160576,-0.09256574
Indoctrine,78.270584,0.7452642,66.11124,-0.094420284
Alberich,78.7743,-3.7918136,66.09924,-0.09487108
Peavine,67.3727,1.6831144,66.088974,-0.09525707
Fruticulture,74.98352,-0.8965301,66.05661,-0.09647356
Miscredit,71.47496,-1.5607088,66.030205,-0.09746607
Ordain,72.89179,1.0505868,66.028175,-0.09754235
Mortress,70.183426,-0.045868017,66.018654,-0.09790024
Podargidae,73.47262,2.3142328,66.00406,-0.09844883
Bunkery,77.61788,-3.8010635,65.990364,-0.09896358
Captivates,76.495056,0.9941916,65.98285,-0.099246055
Darren,72.81371,4.342436,65.939224,-0.10088581
Latebricole,72.356674,-4.7364597,65.88725,-0.10283928
Dromical,74.77251,1.5823596,65.87422,-0.103329085
Brideknot,65.65039,0.68440837,65.86751,-0.10358144
Caecotomy,75.19396,1.5938895,65.832405,-0.104900874
Dhunchee,70.36077,2.5044236,65.82637,-0.105127715
Surrenderer,65.82016,-0.604782,65.80787,-0.10582313
Pomatoes,80.07993,-1.2639351,65.76784,-0.10732781
Pyroline,70.134796,-3.1623595,65.75667,-0.107747644
Theaterlike,70.697975,2.1900587,65.75141,-0.10794523
Postmuscular,74.91,-4.05458,65.74206,-0.10829681
Plotton,74.596375,-2.4354913,65.73216,-0.10866875
Arianizer,72.11586,2.330206,65.72397,-0.108976744
Palaeocyclic,73.44517,0.84334785,65.72091,-0.10909174
Vaccinias,71.82681,2.6434464,65.649605,-0.1117719
Uninuclear,66.279396,8.038323,65.63773,-0.11221811
Berberidaceae,76.83904,-3.5966759,65.61214,-0.11318022
Timbreller,69.6433,-0.708913,65.56497,-0.11495303
Mandoline,75.40252,-3.3245568,65.56317,-0.115020715
Deuterostome,74.584526,0.03031534,65.51501,-0.116831094
Unfalsity,69.689095,-0.9670079,65.49676,-0.117517054
Trajectile,69.282555,-1.2252687,65.49626,-0.11753569
Broguish,74.48908,-2.4527671,65.47279,-0.1184178
Multigerm,73.33675,0.8965564,65.47058,-0.11850096
Phlyctenule,75.00051,-2.581543,65.4517,-0.11921071
Kendir,71.73379,1.3197143,65.44862,-0.119326286
Unriddles,76.8145,1.5872831,65.42315,-0.12028381
Overspreads,73.64931,0.57250893,65.373886,-0.12213549
Fringehead,73.5293,-2.8383956,65.37098,-0.122244745
Ajowan,71.69001,-1.9082689,65.3594,-0.12268006
Sciurus,66.48227,1.656176,65.355034,-0.1228441
Uranalysis,73.982834,0.51438934,65.339485,-0.12342853
Septemberist,70.00737,-4.556239,65.31189,-0.124465786
Ichthyotic,72.75941,0.7216323,65.3042,-0.124754846
Quatrocento,69.000755,1.5042534,65.28796,-0.12536538
Remargin,77.213356,-0.8999964,65.2799,-0.12566821
Mulish,76.46508,-0.9731597,65.26552,-0.12620877
Redemptible,68.47494,10.883147,65.26433,-0.12625352
Tallnesses,71.671074,1.2152439,65.23328,-0.12742066
Stereotype,70.52883,0.2201398,65.19238,-0.12895775
Reassume,70.44239,2.98067,65.1719,-0.12972774
Fictionize,67.881935,3.106193,65.16906,-0.12983441
Unidigitate,72.15755,-1.1241679,65.15501,-0.13036264
Knucklier,73.78092,-1.0135481,65.15294,-0.13044035
Achlamydeae,74.809135,-5.951865,65.14119,-0.13088198
Lutrinae,76.79567,-0.6005752,65.13818,-0.13099498
Rankish,70.916405,-2.5640063,65.13515,-0.1311091
Nontensile,67.95045,5.263773,65.13293,-0.13119255
Fakeer,69.87652,-0.30359966,65.12914,-0.1313348
Smokestack,73.34372,5.1656184,65.124756,-0.1314997
Metrostaxis,73.48124,-1.5615742,65.08893,-0.13284636
Ossianize,73.36993,-4.5526714,65.08042,-0.1331661
Graunt,70.57822,-1.6521828,65.05503,-0.13412048
Ornithopoda,68.25316,5.647412,64.99381,-0.13642153
Calenturish,74.19699,-0.48393035,64.978455,-0.13699879
Ampulliform,73.64856,-1.3708096,64.94805,-0.13814157
Modifies,69.331436,3.2561872,64.894615,-0.14015011
Thunderers,71.61646,-2.937145,64.89139,-0.14027141
Dislocator,72.15816,1.625134,64.87404,-0.14092353
Ampelidaceae,74.78508,0.36749157,64.86114,-0.14140846
Fricti,71.165955,-3.6541753,64.82207,-0.14287701
Warniss,70.402916,-4.6667476,64.78586,-0.14423802
Traitorwise,70.92542,3.3685749,64.78053,-0.14443819
Precontrives,76.79993,-5.305974,64.73284,-0.14623079
Bilharzial,71.33925,-0.8534999,64.732285,-0.14625172
Boxinesses,70.98849,-0.74531955,64.69589,-0.14761962
Uronology,73.14904,-3.1621237,64.69195,-0.14776789
Enkernel,73.36804,1.7018821,64.684425,-0.14805064
Amphodarch,71.86942,0.4041793,64.66483,-0.14878707
Unstill,78.63908,-6.7751527,64.624825,-0.15029089
Inphase,67.206474,0.33262333,64.59464,-0.15142535
Trapezium,70.89676,0.8140838,64.57489,-0.1521678
Burler,72.91488,6.7782054,64.54632,-0.15324175
Egeria,73.47982,-4.0195265,64.54557,-0.15326986
Pyloroscirrhus,72.913536,-5.512796,64.51049,-0.15458843
Piculs,68.87731,-0.95447713,64.5089,-0.15464808
Bareges,66.8831,-1.3601611,64.47903,-0.15577106
Tippiest,68.4286,-0.031634048,64.47452,-0.15594055
Sharkful,67.59482,2.5706952,64.45266,-0.15676214
Acutorsion,66.14178,-1.3536191,64.42584,-0.15777014
Excambion,72.00757,-4.0677743,64.38999,-0.15911768
Biosystematy,73.50584,-2.5611463,64.379295,-0.15951973
Dignitarial,68.881386,6.535337,64.37862,-0.15954526
Japanner,70.15889,5.3099313,64.376884,-0.15961035
Epiceratodus,61.148785,-0.2924059,64.37593,-0.1596462
Slotbacks,61.892647,0.8524426,64.36789,-0.15994845
Cowtail,71.77858,0.10010688,64.33547,-0.16116694
Rebite,63.971684,0.70241,64.33071,-0.16134588
Zymometer,69.32912,-3.2850447,64.32986,-0.161378
Pallial,75.05309,1.0740496,64.31936,-0.1617726
Waterbrose,72.61962,-2.5392478,64.290855,-0.16284397
Peronium,66.66736,-2.8126907,64.2717,-0.16356406
Quadrumvirate,67.90081,-1.9893571,64.26315,-0.16388524
Warrand,63.311195,4.6923447,64.253265,-0.16425689
Diaphoresis,71.620056,1.5592883,64.2216,-0.16544698
Timpanums,65.11109,-1.6739999,64.20428,-0.16609824
Phragmidium,67.34081,2.616015,64.18551,-0.16680369
Casper,72.65855,0.83240986,64.16581,-0.16754414
Cogman,72.33223,0.76338464,64.16248,-0.16766916
Kieserite,73.79966,1.2072816,64.159546,-0.16777958
Ectoparasitica,68.97963,2.7095835,64.1542,-0.1679806
Apaesthesia,74.69806,-5.9257975,64.1136,-0.1695065
Nonfighter,74.35532,1.2535248,64.08315,-0.170651
Phanerozonia,73.92207,0.06141025,64.07089,-0.17111185
Contraire,70.3446,0.50312644,64.046165,-0.17204127
Scovel,75.54251,-0.18736134,64.00568,-0.17356315
Epitrichium,69.92842,-1.4387898,63.972057,-0.17482682
Barbuts,73.20826,-1.1750591,63.96659,-0.17503229
Benefactorship,68.636505,4.7217298,63.957592,-0.17537053
Amenta,70.07387,-3.1903174,63.947754,-0.17574032
Metronomical,69.27251,-0.9456827,63.944195,-0.1758741
Gelatinigerous,68.08019,-0.5079379,63.94066,-0.17600702
Kailyards,65.191734,5.9089227,63.91623,-0.17692526
Queller,73.92757,1.9435538,63.899456,-0.17755572
Polymorphous,72.24784,0.7244154,63.891975,-0.1778369
Sherardize,71.93336,-1.3801944,63.88414,-0.17813142
Checkrows,72.4232,-1.9170264,63.816406,-0.18067735
Bespin,74.85475,0.34819987,63.780655,-0.18202116
Consignatary,72.480606,-0.18162535,63.763927,-0.18264991
Stanjen,69.82873,-2.6255457,63.714928,-0.1844917
Boltonia,72.59839,0.36069465,63.673386,-0.18605316
Diggings,64.494736,0.2843327,63.652924,-0.18682227
Cantatory,70.35782,-4.3050666,63.64957,-0.18694831
Hypophyseal,74.06848,0.52068645,63.627537,-0.1877765
Laminarite,69.58609,2.68845,63.61087,-0.18840295
Hemoplastic,69.503426,2.286837,63.606754,-0.18855767
Pleuronect,66.09007,-0.90932566,63.604057,-0.18865904
Cosmism,71.35276,-1.5921689,63.593258,-0.18906496
Mahjongg,67.30138,5.371427,63.57462,-0.18976554
Nanosomus,69.739395,-4.823778,63.525257,-0.19162095
Manchets,73.27227,-0.030303799,63.479237,-0.19335075
Drepaniform,72.35051,2.0596628,63.432213,-0.19511825
Cymbocephalic,69.36143,-0.95495844,63.40177,-0.19626246
Sudoriparous,70.19967,-2.493088,63.37889,-0.19712248
Jasperite,74.57725,-3.266066,63.34038,-0.19856997
Spirulas,65.00365,0.8624695,63.329967,-0.1989614
Chiavetta,72.27161,-0.57905006,63.31855,-0.19939056
Beamman,69.37007,-2.041643,63.30223,-0.20000395
Ericineous,70.25436,-3.9377544,63.27384,-0.20107102
Stonegale,70.806465,-1.254744,63.261036,-0.20155238
Plowwise,75.29008,1.37814,63.24971,-0.20197809
Pentameran,66.11561,-1.4143876,63.206676,-0.20359561
Prespinous,69.72435,-0.6492718,63.20643,-0.20360494
Brassies,72.05396,0.21475312,63.189896,-0.20422636
Hexamethonium,72.41446,0.08813048,63.189808,-0.20422967
Enwood,72.05268,-1.5561103,63.18601,-0.20437248
Introspector,65.48041,0.8252316,63.16041,-0.20533459
Scleroses,77.77222,-5.529002,63.1514,-0.20567326
Intermingledom,68.456245,1.6818691,63.144844,-0.20591974
Snapwood,66.833885,-4.337477,63.14294,-0.2059913
Bhisties,78.37683,-3.8367472,63.14233,-0.20601423
Aeromarine,71.31607,0.77595484,63.12433,-0.20669086
Emeril,70.52424,4.8193183,63.099052,-0.20764093
Priestshire,74.25074,-5.9790325,63.09349,-0.20785
Coolen,75.67033,-0.0041022897,63.087154,-0.20808816
Nannander,65.5585,-3.7089462,63.042557,-0.20976447
Transcendible,73.188286,2.0205824,63.041378,-0.20980878
Nonmalarial,71.94462,2.4881673,63.039894,-0.20986456
Curran,66.97105,-0.59702253,63.02984,-0.21024252
Epiperipheral,69.48879,1.7678874,63.02055,-0.21059166
Puinavi,63.81354,4.5255356,62.995583,-0.21153012
Junefish,68.88503,1.6430825,62.987434,-0.21183638
Epibole,70.01736,-1.010143,62.982315,-0.21202882
Nabatean,74.37902,-4.9702134,62.96703,-0.21260336
Tiglinic,66.18886,2.0107572,62.948685,-0.2132929
Becalm,74.18955,2.262305,62.9393,-0.21364562
Haulages,59.423016,2.0653117,62.910343,-0.21473406
Galleyworm,63.55042,3.3754573,62.907063,-0.21485737
Hutukhtu,69.23992,-0.14093195,62.873013,-0.21613723
Factual,66.16751,7.3924975,62.86619,-0.2163936
Ceteosaur,69.068085,-1.3222268,62.8478,-0.21708485
Phlegmless,71.6229,-5.3091493,62.83186,-0.21768406
Childes,68.10732,-1.446969,62.827026,-0.21786574
Tectosphere,66.14206,-0.063370906,62.82697,-0.21786788
Shuddersome,69.749825,-3.1812124,62.783062,-0.21951824
Nonspill,72.668846,-4.009981,62.769745,-0.2200188
Evanescence,73.54809,3.8728516,62.76702,-0.22012119
Gymnoconia,67.97634,-3.103342,62.7096,-0.22227956
Trehala,70.07408,-4.3664255,62.66,-0.22414385
Basiphobia,66.42397,-2.4860723,62.63385,-0.22512676
Underkingdom,65.88505,0.20056161,62.62617,-0.2254154
Oilfishes,70.036644,0.5751051,62.617607,-0.22573729
