entity,pc1,pc2,pca_r,u1,u2,umap_r
Benzonitrile,-1.4741607,-2.065648,2.5377262,-3.894637,-0.82018805,1.3175764
Scoopfuls,1.2550794,1.3149987,1.8178129,-2.473998,0.090460144,0.38903388
Antivirotic,1.49331,-5.492891,5.6922603,-1.9441848,-0.66695875,0.91487384
Thallodal,-1.7272795,-3.8531609,4.2225995,-2.810309,0.6944027,0.89895654
Botchiest,-2.639029,2.83831,3.8756258,-3.1649313,-1.942613,1.7946249
Checkrows,-1.9170197,5.555461,5.876913,-1.7217519,0.0924503,1.051615
Petrotympanic,-10.83006,-6.86413,12.822109,-2.3948367,0.5197708,0.79563725
Chorioadenoma,-3.9020152,-16.843437,17.289509,-4.4256444,2.2823346,3.0062175
Smalls,0.8992806,-0.2939277,0.94609666,-1.1219864,0.4536863,1.7376673
Progressor,-1.2031103,0.26148236,1.2311977,-2.8684254,-2.088658,1.8925147
Instructors,-3.5444424,-8.310783,9.035054,-3.9997587,1.6319435,2.228981
Oviparous,2.0495784,-12.68515,12.849663,-4.273475,1.5408274,2.3263257
Assurate,-4.9742007,-15.282223,16.071373,-4.8077483,1.1491164,2.4766138
Hydrosilicate,-2.1453996,3.134347,3.7982717,-2.3219388,0.15453894,0.5424684
Hexacorallia,-5.2678027,2.0834708,5.6648564,0.058083937,1.3441449,3.1890314
Overvalue,2.2859817,12.476964,12.6846485,-0.33430454,-0.8425069,2.481585
Libral,-4.951106,-13.576785,14.451386,-3.2327943,1.431255,1.7075737
Morales,-0.591996,-0.9514266,1.1205684,-3.7881653,-0.33972904,1.0656555
Divertor,-0.41439644,10.672762,10.680803,-1.5316705,-1.0528754,1.4714863
Nondemand,2.5352972,6.6873584,7.151817,-1.6198099,-0.9256214,1.3270019
Textures,-356.5333,-18.201744,356.99762,-2.5643332,5.7045135,5.907979
Vituline,-2.4049015,-20.907911,21.045767,-4.3681912,1.3489652,2.2541606
Admiral,-0.3513226,4.623756,4.6370835,-2.9434533,-0.9813265,0.8084877
Prognathous,3.9363892,-4.848771,6.245458,-4.1291337,1.4134386,2.1353986
Reperfume,1.5129588,30.737467,30.77468,-0.49035028,-1.8282773,2.769613
Brelan,-5.319389,-39.452282,39.809277,-3.5116408,2.7137125,3.0173895
Prongbuck,2.2821133,5.0774508,5.5667353,-2.36137,-0.53197116,0.49650922
Trestlework,5.4869404,13.0200205,14.128957,-1.2139255,-0.27854106,1.5196147
Mustachio,-2.7668781,-1.0165538,2.9477108,-1.7119884,0.5034657,1.2393336
Scance,0.56816334,0.13306612,0.5835372,-2.628299,0.10918515,0.3270166
Egeria,-4.0195403,-15.199978,15.72247,-2.851088,1.0432783,1.2501037
Serial,464.4425,-21.116411,464.9223,6.0835533,3.5883145,9.595101
Pinwale,-2.9461274,-33.48736,33.616707,-3.6550572,2.1791005,2.5530734
Gemmate,3.417053,9.159439,9.776071,-3.1858864,-1.2732642,1.1644512
Brachyaxis,0.27385497,-52.57724,52.577953,-3.617534,2.9254012,3.2496061
Euryalida,0.544135,-16.81275,16.821552,-3.1442184,2.1678162,2.404587
Isotach,-2.499449,-37.185688,37.269592,-4.7347646,2.449513,3.3224308
Chlorococcus,5.9046497,18.911283,19.811651,-2.024653,-0.8948259,0.9904459
Kulturkampf,1.0563897,2.291991,2.5237234,-4.309291,-0.83800334,1.7014304
Acalycine,-5.2425113,16.667616,17.472645,-3.7304366,-1.8355988,1.9155508
Whissle,-3.1318803,-1.2296652,3.3646328,-0.8286168,0.56425995,2.051094
Repulseproof,4.859493,1.2946144,5.028985,-1.4633315,0.61113864,1.5060366
Toolstock,0.03759542,34.569683,34.569706,-0.7009397,-2.3764853,2.975861
Renitence,-1.0001096,2.797777,2.9711568,-0.36428264,-0.40209186,2.3758001
Easter,2.8809202,-3.5881903,4.6016097,-3.2553844,0.19626671,0.6574841
Memorial,4.9137993,5.0870304,7.072715,-3.4905207,-0.9275273,1.0505769
Selenite,-0.1331529,3.11018,3.1130283,-2.214027,-1.6685195,1.5560112
Cogman,0.76337713,-10.585059,10.612551,-3.019826,1.2781249,1.5070487
Metropolitical,6.812278,35.316895,35.967903,-0.83534485,-1.4219017,2.2552192
Unidigitate,-1.1241612,8.568073,8.641505,-1.8559676,-0.59595233,0.96051085
Bollards,0.624237,-9.23963,9.260694,-3.2656446,1.626033,1.9035887
Timerau,2.9114606,-15.752223,16.019026,-4.418961,0.77340704,1.9485801
Perpetualist,1.3997049,14.45881,14.526401,-3.05445,-1.8047255,1.63581
Expatriations,3.063631,36.79693,36.924244,-1.0791144,-2.6430595,2.9485197
Surrenderer,-0.6047778,3.0726888,3.1316402,-3.3445585,-1.4918724,1.428936
Pilers,-1.6300116,12.120494,12.229607,-1.7076312,-2.6557956,2.6596954
Metropolises,-0.1536585,23.590393,23.590895,-1.4072106,-3.084094,3.1726298
Paravail,0.030865407,-21.227512,21.227535,-1.9422946,1.3949178,1.7805102
Corvinas,-3.7190692,-3.75709,5.286512,-2.5783658,1.0613811,1.2717408
Checkrower,-2.3382628,3.1706681,3.9396203,-2.8105333,-1.9228487,1.7235602
Heiressdom,10.214124,7.51698,12.682008,-1.3912476,-0.47588202,1.3681952
Semeiotic,-1.8553511,5.941999,6.2249236,-2.1547549,-1.7747588,1.6760422
Chromograph,2.4098556,-13.273103,13.490096,-3.0728595,1.3051003,1.5443822
Narwhale,-0.45344007,10.001514,10.011787,-3.1400092,-1.129471,1.0142493
Whipstaves,4.2694883,-20.457561,20.898333,-2.8196867,2.4014144,2.6040044
Sickroom,1.0569288,-13.325937,13.367786,-3.7491448,1.7838056,2.2305408
Unstricken,-0.858958,-32.60205,32.613365,-3.5706675,2.5704918,2.8958254
Mortality,2.681486,4.9304166,5.6124296,-3.2314758,-1.0705061,1.0028859
Unpropellent,3.3304152,7.7565494,8.44131,-0.8911106,0.18193476,1.8798906
Abcoulomb,-3.636864,-43.29243,43.444923,-3.772123,2.8027165,3.1789408
Padcloth,2.5848043,-4.608832,5.2841787,-1.5667367,0.70624983,1.4765185
Formicariae,-1.9542735,-22.63358,22.717794,-4.57658,1.5319937,2.531341
Mandorla,-5.923837,3.9224756,7.1047635,-4.618293,-0.68608654,1.9480641
Ajowan,-1.9082863,-16.260374,16.371967,-4.952455,1.2501166,2.6529937
Brachyuranic,-0.41542783,27.573353,27.576483,-0.8435559,-1.2226228,2.1466467
Urostege,2.5313568,4.9016204,5.5166698,-1.6700517,0.39573976,1.2177961
Gunter,3.9528375,1.5593741,4.249302,-2.7623498,-0.3027942,0.10625304
Towheads,1.9261589,-22.994183,23.074717,-3.8027399,1.9861375,2.4354496
Substantives,0.07401826,19.9238,19.923937,-1.3311125,-2.4136422,2.6185145
Spirulas,0.86247754,9.56506,9.603865,-3.0567765,-2.5530896,2.3743682
Fenestella,-4.226011,3.449876,5.455347,-2.1217556,0.5891581,0.99818504
Dignitarial,6.5353355,-0.20452899,6.5385346,-3.076734,-0.5127586,0.46505207
Armories,1.0247501,-15.231755,15.266189,-2.915202,2.2950656,2.5029097
Dinaric,-0.74231184,4.5717015,4.631574,-2.7245545,-0.81278986,0.61173165
Totery,1.3354155,-10.052809,10.14112,-1.3573774,0.9547405,1.7956494
Obliges,-4.309027,21.60994,22.035362,-2.3969057,-2.4732792,2.2966938
Wannigan,-3.024619,-20.76746,20.98656,-3.5731535,1.9278759,2.2892797
Bandpass,2.550497,4.373294,5.06268,-0.75486386,-0.2736641,1.9780332
Because,444.11926,-19.740934,444.5578,6.080746,3.587374,9.592151
Ricrac,2.1922078,-0.790967,2.3305373,-1.9452838,-0.0175899,0.8074121
Makutas,-2.50248,0.31859785,2.5226796,-2.9382136,0.08534479,0.35320413
Stemple,0.740607,14.781307,14.799849,-2.4709234,-1.2700852,1.1003032
Autochthonal,-1.6819341,11.138275,11.264548,-0.5023007,-0.8435956,2.3200052
Securifer,-6.047789,3.4503765,6.9628196,-1.8964819,-0.072733894,0.8448918
Mucocele,1.6620089,0.7963388,1.8429399,-2.4783075,-0.6760893,0.53828984
Semitextural,-1.2128941,-15.524136,15.571445,-3.1186383,1.0093579,1.2708383
Caecotomy,1.5939091,23.150755,23.205559,-1.5629637,-3.0688848,3.096745
Calles,1.192886,5.277163,5.410307,-3.6348124,-1.1814609,1.3330287
Porphyrin,1.6649077,-3.490256,3.8670154,-3.5807533,-0.6894829,0.9796119
Lobeless,-3.2291307,-8.663955,9.246157,-5.055789,1.0279146,2.6291611
Wangtooth,-1.9303313,16.871222,16.981293,-1.4052601,-2.1213088,2.3337295
Noegenesis,-1.8210608,-26.05221,26.11578,-4.022332,2.4735296,2.9698002
Cymbocephalic,-0.9549681,-8.790806,8.842525,-3.145109,0.6793285,0.9727125
Ectocondyle,4.322914,28.234686,28.563702,-1.196332,-1.4082395,1.95298
Monotrochian,3.9031281,-3.590963,5.303718,-1.1499083,1.1336087,2.069561
Tyrannophobia,0.8474701,-25.484419,25.498507,-4.1774664,2.7088048,3.2493331
Paracystic,-0.09619456,20.7777,20.777924,-2.4423752,-1.1183523,0.9617617
Interantennal,-7.109791,15.159364,16.743816,-2.2268252,-1.5935526,1.4811115
Zemindars,5.964915,11.845439,13.2625265,-1.5200282,-1.9973062,2.1666067
Culicid,7.1818867,2.9922812,7.7803106,-1.9661093,-0.960966,1.0785741
Uronology,-3.1621418,-18.682875,18.948587,-4.0252995,2.2962487,2.8125594
Narrators,4.9352307,2.350963,5.4665823,-2.3869174,-0.36535245,0.38178754
Scleroses,-5.5289927,20.480846,21.214024,-1.4002044,-3.1076398,3.1969523
Rhynchonelloid,-3.6739006,-6.070273,7.095475,-4.3085513,-0.1621924,1.5774657
Psychotheist,1.9334388,-26.253965,26.325062,-3.8099623,2.3402932,2.7607265
Counterbuff,-3.633364,13.110554,13.604703,-2.5443764,-1.757455,1.5675731
Reearn,-2.975448,16.69561,16.958677,-2.7251947,-2.4115152,2.210426
Fimetic,3.1179745,-23.6797,23.884094,-1.525286,1.6044668,2.1714456
Horsebane,-1.1842664,10.91356,10.977625,-3.222367,-0.4571405,0.5535736
Premierships,3.848368,-49.192287,49.342587,-4.335515,2.73277,3.3436863
Plotties,-4.260057,9.149669,10.092795,-1.7963816,-2.36296,2.355465
Hedgebreaker,1.3894948,-6.9322553,7.070139,-1.9015481,1.1201282,1.5603104
Jarsful,8.428215,-47.00418,47.753826,-4.1844974,3.0873747,3.5951447
Unabsolute,-3.5654955,1.7601111,3.9762733,-2.8255718,-0.44790825,0.26410657
Miscredit,-1.5607086,-1.1144836,1.9177818,-3.752267,-2.0289977,2.0935729
Kniphofia,0.32568374,5.315306,5.325274,-2.8952029,-0.63960046,0.46803978
Bumbles,-0.1112915,2.954478,2.956573,-1.5492102,-0.099203914,1.1867378
Dispassion,3.4897697,9.910852,10.507305,-2.2274792,-1.2055627,1.1238556
Deitate,0.7391092,12.630333,12.651939,-2.2057035,-1.5130686,1.4134343
Astigmometer,-3.0303054,16.89731,17.166882,-1.4980857,-1.9527143,2.142342
Gastrin,2.657847,4.342287,5.09113,-3.2086287,-0.5706336,0.6034447
Alchemic,2.5015461,-4.1946054,4.8838973,-3.460146,-0.89660496,1.0072532
Outthruster,0.91008323,-4.5577307,4.647705,-2.152369,0.3801386,0.8205517
Nonecliptic,0.29772288,20.65656,20.658707,-1.1007603,-0.7889919,1.7335352
Deresinate,-0.08032992,-0.7623408,0.766562,-1.511239,1.0313685,1.734408
Outvelvet,0.60238135,10.074748,10.092739,-1.5611117,-0.43955553,1.1944973
Decameronic,2.9943655,6.800207,7.430278,-0.75525963,-0.33812627,1.9810506
Aconuresis,-2.4590468,50.008335,50.068756,-0.4766181,-1.7208123,2.7192495
Avanturine,1.4973898,9.504614,9.621841,-3.3797486,-1.340643,1.3109932
Rebite,0.70241636,1.971843,2.0932155,-3.310572,0.6264282,1.0099746
Phyllostomous,9.620804,16.637486,19.218893,-1.0504876,-0.20037647,1.681078
Arrowworm,0.3387005,5.7341294,5.7441235,-2.9493005,-1.123708,0.9479541
Depeach,8.468153,-18.101048,19.983932,-1.9864287,0.96620387,1.384855
Audiles,-2.8962545,-20.523912,20.72726,-3.64021,1.8075817,2.2046385
Underform,-1.256369,14.843933,14.897006,-0.66559106,0.33910942,2.1354332
Amphicarpa,0.67019445,-7.2561646,7.28705,-3.1979015,1.4305899,1.6970198
Tetragram,-0.08649,-16.995892,16.99611,-2.8206494,1.5158725,1.7192805
Fugacious,3.8161914,-28.157959,28.415382,-4.781202,1.383593,2.5908022
Auxographic,-0.8400531,-2.9256594,3.043875,-3.350728,-0.5218901,0.6973303
Mingle,0.7232633,-17.511616,17.526545,-3.0894692,1.8744442,2.106175
Dictatress,-3.5628724,-6.4573603,7.375064,-3.2517433,-2.8833792,2.7322545
Enkernel,1.701891,8.893129,9.05451,-2.0356505,-0.7962697,0.915711
Predriller,-2.4919167,-0.6752369,2.5817814,-3.1683118,-2.3315923,2.1747992
Maintenances,1.7577696,15.207018,15.3082695,-1.6723545,-2.5696924,2.5946417
Curvital,0.22324349,-24.58172,24.582735,-1.7398,1.8777606,2.3033137
Narine,1.0896924,-4.9806414,5.098453,-2.9902682,1.1819592,1.4070449
Canopid,-1.012733,14.11701,14.153289,-2.4569871,-1.9605995,1.7807968
Reshower,-0.9812704,-5.846888,5.928659,-4.4182262,0.6417679,1.8855366
Ventrine,0.5383548,-19.810007,19.81732,-3.8696773,2.0229967,2.498379
Transmuscle,2.9158895,20.494482,20.700874,-1.038862,-0.9629215,1.856238
Oenophilist,2.3512475,9.361721,9.65247,-4.358076,-1.1540245,1.8851008
Operette,5.181314,3.374876,6.18351,-3.4034333,-0.68814665,0.8298328
Lipopoda,-0.093926534,-2.7710295,2.7726214,-2.1917331,0.36651903,0.78333163
Dipteros,-6.337606,-21.085537,22.017382,-4.081517,1.8208736,2.4312012
Singles,2.7939126,-1.9521667,3.4083579,-2.666183,0.06196612,0.27106792
Liquidogenic,-7.5068717,-22.876362,24.076567,-5.2741046,0.7190688,2.7039254
Splenoma,-3.1550639,14.370279,14.712557,-1.7525777,-3.035818,2.9990087
Iliadist,0.62708503,-8.067285,8.09162,-3.1100166,0.1552818,0.5198385
Consent,1.414238,2.1815524,2.5998533,-2.8822603,-0.24405693,0.15669835
Bhisties,-3.8367274,31.574764,31.807014,-1.1126332,-2.9168708,3.1617022
Billionaire,4.189027,-10.300989,11.120177,-4.6414843,1.0329057,2.2738857
Popode,4.10377,0.6659629,4.1574545,-1.3240478,0.073433064,1.434041
Ireland,1.5827109,-14.926797,15.010472,-3.3185802,1.5319589,1.8297743
Goupen,2.5178294,-20.20724,20.363497,-2.7301476,1.3892863,1.5903853
Interclash,2.5990064,-3.737967,4.552717,-3.0396984,-0.14415035,0.31335118
Impressionists,0.98252636,4.189129,4.302808,-3.0157216,-1.1033423,0.9459327
Leukosis,-2.7337153,23.684793,23.842035,-1.5059099,-1.8191841,2.029885
Thermogenesis,-1.8031052,2.3198814,2.938203,-4.8803782,-0.62334394,2.189906
Rhabdomantist,1.888293,8.259333,8.472438,-2.0886862,-2.5201154,2.4064775
Archdeaconship,-0.6868282,-6.221955,6.259749,-4.247513,1.83056,2.5349028
Prerich,-5.9581065,11.741979,13.167121,-1.9236541,-1.5088347,1.5371711
Polarographic,3.9416752,9.73333,10.501166,-2.61188,-0.7187466,0.5313043
Planigraphy,1.1888069,1.3219124,1.7778392,-1.6734825,-0.3732017,1.0719883
Biosystematy,-2.5611475,-1.5824009,3.01056,-1.8119568,0.028134499,0.9477489
Ascendent,4.857229,-0.29345036,4.866085,-2.8527808,-0.23520185,0.12592143
Hutukhtu,-0.14093746,-5.3875475,5.389391,-3.3589208,-0.24886289,0.629171
Revigour,2.693678,32.754967,32.86554,-1.046681,-2.966668,3.2383962
Gazogene,2.3139837,3.426794,4.1349044,-1.9302522,-0.57172906,0.882876
Southbound,0.8257926,-6.439734,6.492466,-3.178058,-0.07033,0.4652482
Theaterlike,2.1900685,9.589209,9.8361225,-0.59270394,-0.69162816,2.1943903
Boselaphus,-4.3882174,6.2645226,7.648575,-2.1583545,-0.9326999,0.9294146
Disprofess,1.4613789,-8.398096,8.524298,-3.7370102,0.027384683,1.0310789
Consute,-5.676768,3.0283616,6.4340243,-1.9683734,-1.6557976,1.6427451
Conquinamine,-2.7241302,20.868948,21.045996,-1.5783565,-1.6825798,1.8774126
Musculodermic,-6.152128,-15.665986,16.830683,-3.2036374,0.77164453,1.0812404
Kiesserite,-2.2989514,-34.907692,34.98331,-4.0486555,2.357648,2.8778305
Castra,0.38828507,-6.7497,6.7608595,-3.0790536,-0.08314865,0.36696073
Instantiate,-383.8184,-18.27938,384.25345,-2.5602372,5.7035775,5.907161
Commensurate,-0.18265426,-24.138155,24.138845,-4.2095814,1.9257382,2.589974
Enleaf,-0.6222163,-5.1450872,5.1825747,-3.9181952,0.31507948,1.2940363
Leaseback,-4.184612,-0.25755298,4.1925306,-4.740233,-0.48088562,2.0280597
Distain,-1.0395776,-4.411896,4.5327206,-2.0944571,0.419771,0.88959867
Tolerators,2.5562832,-6.9261594,7.3828363,-1.3172325,0.95931375,1.8294519
Unthinkables,0.28787428,-20.526695,20.528713,-4.3905444,1.9521176,2.7181888
Badiaga,-3.2157583,6.457341,7.2137613,-2.766647,-1.564558,1.3639108
Justine,6.400097,1.8631473,6.6657743,-2.5901525,0.49663562,0.7119202
Spoliarium,-2.3034775,2.1635728,3.1602302,-3.2777123,-1.1386024,1.084984
Thanatosis,-0.23741731,-10.605229,10.607887,-3.4933822,1.672621,2.0226688
Tenenda,-0.14811108,-3.5957003,3.5987499,-3.5459304,0.5334463,1.0966978
Nonabrasive,4.427507,-28.17868,28.524391,-5.0033593,1.3929645,2.7752628
Biogeographers,7.3578176,28.984058,29.903397,-1.2471683,-2.2603679,2.5385084
Apothems,-0.63970244,2.1645012,2.257052,-2.77207,0.006582005,0.2115934
Podiatries,-1.7888123,12.517448,12.644617,-2.0767622,-2.1258538,2.033089
Navels,3.354739,38.715107,38.860184,-1.1479139,-2.642397,2.909964
Summerhouse,4.8905997,14.519541,15.321063,-2.504496,-1.0104237,0.8405759
Affettuoso,-0.35352322,23.783655,23.786282,-1.2148972,-2.227767,2.5313373
Betatrons,1.9541279,-0.47493735,2.011015,-3.0243244,-0.25236586,0.29721397
Uprest,0.073001206,9.085784,9.086077,-0.9607952,-0.3140884,1.7743715
Schooler,3.9793503,-14.563971,15.097831,-3.7918816,1.4812568,1.988615
Tanniferous,-8.296904,10.467842,13.357182,-4.7510247,-0.6086055,2.0601645
Diaporesis,-2.265335,19.30785,19.440289,-2.0332558,-2.7459736,2.6389441
Cyperaceous,0.2094786,13.304044,13.305692,-1.9998033,-1.0209491,1.0989226
Yercum,-5.5221415,-16.973284,17.84899,-1.8760444,1.7675753,2.1465304
Mayvin,4.134338,9.04736,9.947234,-3.101311,-1.282992,1.1433308
Lutrinae,-0.6005655,12.831638,12.845684,0.16686736,0.9748825,3.1279135
Current,-125.601616,-15.818001,126.593735,-2.560078,5.6796594,5.883258
Thicky,-0.12797868,2.376203,2.3796465,-2.8841136,-2.1921182,1.9968551
Huiscoyol,-10.284865,-2.9129267,10.689416,-4.1657023,0.6748707,1.6804972
Unclamorous,-1.5007646,-0.02937266,1.5010523,-3.3252316,-2.7339113,2.6014574
Arriero,2.9138005,0.050433546,2.9142365,-3.2010806,-0.35839415,0.49516296
Cierzos,1.8524376,-4.84893,5.190727,-3.03457,-0.12361783,0.31275386
Hereditative,-7.4042106,5.3775296,9.150965,-4.522635,-0.9941904,1.958807
Abroad,-2.7859457,5.057109,5.77372,-3.0875273,-2.0874755,1.9196686
Hypopharynges,-3.339914,20.772837,21.039623,-1.3863505,-2.8931334,3.0094278
Ectoparasitica,2.7095864,0.7674682,2.8161788,-3.5675535,-1.1513836,1.265669
Upscrew,3.7864435,33.75967,33.971348,-1.0661571,-2.4029334,2.7607358
Sindhi,-0.52562743,-3.914189,3.9493246,-3.381966,0.64012426,1.0633327
Synoecious,-0.5388987,0.44814393,0.7008884,-1.6115977,-0.45362052,1.1480833
Lacings,2.513445,22.601894,22.741219,-1.21276,-2.7678936,2.9824834
Epithalamy,-2.5192463,-16.309416,16.502836,-3.6864994,1.8170854,2.2327032
Intentions,0.4604061,-3.4963949,3.5265782,-2.943553,1.3197378,1.5355395
Quaresma,-3.0577865,-13.595981,13.935594,-4.8363414,1.2155535,2.5371213
Wiseacreism,0.4909416,-4.383186,4.410595,-3.5202265,1.0074246,1.4430919
Rhyton,-1.4252203,-41.556644,41.581078,-3.6671836,2.815097,3.1579769
Synapticulate,-3.0612514,9.072069,9.574637,-2.40435,-1.41306,1.2553568
Nongrey,6.4051056,5.7746496,8.623918,-0.83477473,-0.37566018,1.9048063
Postlaryngal,-9.271504,11.446971,14.730714,-3.336104,-1.7011067,1.617248
Remagnify,4.101835,5.69457,7.01806,-1.1082087,0.30079257,1.699171
Malefactresses,-2.749513,19.227331,19.422928,-4.548078,-1.3062049,2.126259
Chewiest,1.4198784,-8.557259,8.674257,-3.518406,-0.20793827,0.7868702
Connexity,2.9991093,16.77924,17.045162,-0.94780713,-1.4890534,2.2001414
Executorship,3.037693,-54.688595,54.772892,-4.1538024,2.5668712,3.111979
Dardani,0.7373233,-23.463675,23.475256,-3.1997414,1.8459698,2.099923
Arrestant,1.1905103,12.275615,12.333207,-2.2074249,-2.4164028,2.276466
Organise,1.6665633,2.760942,3.2249389,-2.737336,-0.72827154,0.52720475
Roncos,-3.7076464,-4.745328,6.022025,-2.2271922,0.79823714,1.1194034
Negritize,1.9371039,-4.0856304,4.521587,-3.4222806,0.4196385,0.92865586
Ascomata,1.3446906,-11.251319,11.331389,-3.2700953,1.8994954,2.168527
Sarongs,0.1636044,-17.935883,17.936628,-4.6931634,1.7320026,2.7540417
Fistularioid,-0.4174784,13.41171,13.418204,-1.9677949,-0.770053,0.95239425
Aristarchian,0.23731953,-9.854442,9.8573,-2.5434873,1.0935972,1.3082852
Apoquinine,-3.5567055,-12.481415,12.978286,-3.9989698,0.00508593,1.2840661
Ototoi,-8.367748,-0.42497945,8.378533,-1.2396255,0.022998078,1.5086763
Loyalties,0.5297444,-9.925594,9.939722,-3.7999337,1.635581,2.1248064
Merwoman,-2.9332511,15.869095,16.137909,-1.2642962,-1.460648,1.9337384
Unremorseful,-0.9731104,-30.130968,30.146679,-4.9643373,1.1562691,2.61299
Technics,1.5744046,14.785844,14.869429,-0.90719366,-0.39431202,1.8345746
Mothless,-7.767201,55.03405,55.579456,-0.5345846,-1.9592168,2.8138418
Chitimacha,1.1284088,3.8908722,4.051196,-3.233363,-1.2637997,1.1752168
Arianists,-1.0655696,-15.018041,15.055797,-4.246926,2.5756483,3.1633272
Woundworth,0.4034603,-12.066483,12.073227,-2.1226547,1.0899786,1.4274635
Mexica,-2.3533955,-14.8843975,15.0693,-4.700199,1.0016289,2.3069615
Barbuts,-1.1750515,12.363671,12.419384,-2.0171115,-1.9874581,1.9239348
Taurotragus,1.3015461,-4.5642138,4.746164,-1.8707196,0.16458362,0.93529624
Compunct,6.468277,-20.517551,21.512985,-3.6998565,2.106555,2.5025692
Auspicial,-0.8008608,-4.3739815,4.446695,-3.3184307,-0.54209137,0.67873925
Overspreads,0.5725251,18.914896,18.92356,-1.2908428,-2.1977098,2.462141
Aunthoods,-3.3078728,-4.659737,5.714471,-4.4545608,0.5941255,1.8976549
Preterritorial,2.4295802,1.4410002,2.8247724,-3.1891289,-1.0421563,0.9574668
Thebain,-3.382253,-13.457583,13.876102,-3.48395,0.9514291,1.3763728
Diactine,1.9613631,10.243257,10.429345,-2.4100125,-1.1856258,1.0357077
Iberite,-4.5619807,23.016352,23.464102,-1.6515179,-1.662451,1.8171556
Buggymen,0.60225666,-9.623776,9.642603,-2.1826608,1.603446,1.8861805
Vishnu,2.4243658,2.0410225,3.1691196,-2.3034556,-1.0236901,0.92732686
Triverbial,1.0980914,-21.227499,21.255882,-4.5052376,0.8170501,2.0451257
Octodecillion,0.57507324,-44.71103,44.71473,-3.7279508,2.9961395,3.3488975
Disgorge,5.9619637,-14.108839,15.3168,-1.8678374,1.3471752,1.7729008
Oregonians,2.336349,-13.918341,14.1130705,-3.3780484,1.7788433,2.0828128
Oversells,1.298246,26.002197,26.034586,-1.167228,-2.2998538,2.6176183
Anomalies,0.44599617,-20.68744,20.692247,-4.537149,2.3099449,3.0928094
Pentabasic,-4.504817,-15.076877,15.735489,-2.1011238,1.4209579,1.7402654
Basaltes,-0.63948643,12.014192,12.031198,-2.526861,-2.4627147,2.2708614
Inique,-2.924847,3.8590574,4.8422155,-2.0325718,-1.3830259,1.3731513
Pollent,-0.5366597,-20.611618,20.618603,-2.7011247,1.1276137,1.3290608
Otectomy,3.4839196,14.46773,14.881292,-1.8865299,-2.4553576,2.4074404
Nucleophilic,2.9176607,2.4241018,3.793285,-3.0158072,-0.4134263,0.35479072
Modifies,3.2562017,12.821294,13.228317,-0.4661093,-0.65012074,2.3095264
Flicks,3.212517,-9.105964,9.656027,-2.4930308,0.8605079,1.0880748
Vendee,2.0813878,-3.597074,4.1558533,-2.4470015,-0.45259503,0.3797726
Duffels,1.3049914,20.878355,20.9191,-1.1136787,-2.1851437,2.5600767
Craisey,-2.635425,9.711229,10.062476,-1.192366,-0.0621611,1.5454574
Prefectural,0.8709223,18.156158,18.177034,-3.3962693,-1.3468281,1.3245859
Rehoist,3.1785052,-7.2911916,7.9538903,-1.7295578,1.4393862,1.9222928
Flagfall,-1.3134807,-29.490503,29.51974,-4.1264324,2.219635,2.7938511
Dyestuffs,2.6912436,27.748487,27.87869,-1.1313592,-2.6802459,2.9507341
Edemata,-0.07906583,4.83624,4.836886,-2.0999658,-1.4202017,1.3730006
Homicidious,-0.5629778,1.7278082,1.817213,-2.8559809,-1.0934199,0.9009533
Canapina,-5.741251,4.706307,7.423698,-2.354003,-1.681323,1.5276185
Premies,1.2345213,19.190668,19.230335,-1.8224906,-1.9294891,1.9528829
Playfield,1.1864848,1.2818071,1.7466463,-2.8907163,-0.3219409,0.19982967
Extenuative,6.410038,6.6067877,9.205337,-2.8069057,-1.5828673,1.3838212
Laminarite,2.688465,14.322199,14.572344,-2.6964788,-1.2457316,1.0452222
